geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
99025,-28.26507,-52.43357,passo fundo,RS
5734,-23.62943,-46.74242,sao paulo,SP
4286,-23.61715,-46.60292,são paulo,SP
89705,-27.2283,-52.04988,concordia,SC
93351,-29.64491,-51.13912,novo hamburgo,RS
86375,-23.01799,-50.40468,itambaraca,PR
20751,-22.88407,-43.30953,rio de janeiro,RJ
30520,-19.94104,-44.01654,belo horizonte,MG
2847,-23.46502,-46.69303,são paulo,SP
4828,-23.7271,-46.70205,são paulo,SP
18410,-23.97768,-48.88554,itapeva,SP
32265,-19.95234,-44.04276,contagem,MG
38020,-19.76532,-47.9458,uberaba,MG
5626,-23.59621,-46.73566,sao paulo,SP
87209,-23.66825,-52.59031,cianorte,PR
37175,-20.93753,-45.82777,ilicinea,MG
38706,-18.61481,-46.50886,patos de minas,MG
62184,-3.94895,-40.47373,cariré,CE
1308,-23.55642,-46.65272,sao paulo,SP
19360,-21.97661,-51.6525,santo anastacio,SP
55870,-7.51576,-35.32492,timbauba,PE
4124,-23.59892,-46.6216,sao paulo,SP
11370,-23.953,-46.37915,sao vicente,SP
12460,-22.73868,-45.59773,campos do jordao,SP
5572,-23.59752,-46.79475,sao paulo,SP
75712,-18.1553,-47.94842,catalao,GO
98400,-27.35032,-53.3935,frederico westphalen,RS
76850,-10.78118,-65.34081,guajara-mirim,RO
77423,-11.71117,-49.05,gurupi,TO
17800,-21.69207,-51.07291,adamantina,SP
4124,-23.59823,-46.62075,sao paulo,SP
26256,-22.754,-43.46872,nova iguacu,RJ
16400,-21.67657,-49.75824,lins,SP
98240,-28.37527,-53.25428,santa barbara do sul,RS
89900,-26.72271,-53.52584,sao miguel do oeste,SC
23020,-22.97659,-43.54135,rio de janeiro,RJ
30150,-19.93302,-43.92865,belo horizonte,MG
22241,-22.93481,-43.19194,rio de janeiro,RJ
36052,-21.74713,-43.34841,juiz de fora,MG
2066,-23.5082,-46.60964,sao paulo,SP
23815,-22.8649,-43.7749,itaguai,RJ
6083,-23.53997,-46.78332,osasco,SP
29176,-20.13757,-40.3031,serra,ES
79950,-23.04524,-54.20455,navirai,MS
32113,-19.88812,-44.11501,contagem,MG
58026,-7.10704,-34.86849,joao pessoa,PB
28895,-22.51903,-41.92026,rio das ostras,RJ
2936,-23.48414,-46.7183,sao paulo,SP
4476,-23.70309,-46.62744,sao paulo,SP
3201,-23.59703,-46.57474,são paulo,SP
35368,-20.47397,-42.48323,sericita,MG
12237,-23.24581,-45.91182,sao jose dos campos,SP
11740,-24.19075,-46.81035,itanhaem,SP
5081,-23.53071,-46.71786,sao paulo,SP
65075,-2.51152,-44.29489,sao luis,MA
20511,-22.92822,-43.23926,rio de janeiro,RJ
94828,-29.99053,-51.06114,alvorada,RS
76600,-15.94062,-50.13647,goias,GO
13058,-22.9611,-47.19126,campinas,SP
6900,-23.81156,-46.81539,embu-guacu,SP
8081,-23.48558,-46.41944,sao paulo,SP
45960,-17.37852,-40.2215,medeiros neto,BA
12240,-23.22865,-45.91346,são josé dos campos,SP
7151,-23.40254,-46.45093,guarulhos,SP
62041,-3.68479,-40.33774,sobral,CE
79002,-20.46146,-54.61819,campo grande,MS
78635,-14.05574,-52.14901,água boa,MT
19840,-22.61576,-50.66828,maracai,SP
15850,-21.20203,-49.29993,urupes,SP
92025,-29.92433,-51.16325,canoas,RS
95720,-29.25408,-51.52726,garibaldi,RS
28027,-21.78214,-41.31994,campos dos goytacazes,RJ
13160,-22.56249,-47.1635,artur nogueira,SP
13059,-22.9894,-47.12267,campinas,SP
6900,-23.83551,-46.81948,embu guaçu,SP
3474,-23.57487,-46.51241,sao paulo,SP
3633,-23.53166,-46.54616,sao paulo,SP
28300,-21.19276,-41.89212,itaperuna,RJ
18130,-23.53045,-47.12682,são roque,SP
32675,-19.94226,-44.12813,betim,MG
37950,-20.92275,-46.99397,sao sebastiao do paraiso,MG
13253,-22.99754,-46.81935,itatiba,SP
60545,-3.79351,-38.60668,fortaleza,CE
14300,-20.89334,-47.58474,batatais,SP
15370,-20.64027,-51.1123,pereira barreto,SP
13780,-21.66021,-46.7358,divinolandia,SP
26564,-22.7747,-43.41634,mesquita,RJ
74125,-16.60401,-49.2551,goiania,GO
83301,-25.44562,-49.06227,piraquara,PR
2531,-23.50171,-46.652,sao paulo,SP
26087,-22.70803,-43.5216,nova iguaçu,RJ
31535,-19.81351,-43.98825,belo horizonte,MG
81910,-25.53001,-49.26104,curitiba,PR
5641,-23.61806,-46.73863,são paulo,SP
45920,-17.90006,-39.36131,nova vicosa,BA
33500,-19.62839,-43.99142,confins,MG
28375,-20.92807,-41.86992,varre-sai,RJ
36420,-20.51127,-43.70689,ouro branco,MG
8616,-23.56309,-46.2885,suzano,SP
15400,-20.72212,-48.91054,olimpia,SP
17580,-22.1053,-50.1852,pompeia,SP
83900,-25.86601,-50.38671,sao mateus do sul,PR
58013,-7.12582,-34.87326,joao pessoa,PB
11950,-24.72963,-48.12374,cajati,SP
75603,-17.81674,-50.16256,porteirao,GO
13205,-23.24917,-46.85801,jundiai,SP
23094,-22.87419,-43.51427,rio de janeiro,RJ
31555,-19.84371,-43.98122,belo horizonte,MG
13504,-22.38752,-47.56394,rio claro,SP
37902,-20.7407,-46.60699,passos,MG
9869,-23.72264,-46.57386,são bernardo do campo,SP
3132,-23.58329,-46.58178,sao paulo,SP
6386,-23.52986,-46.84694,carapicuiba,SP
3625,-23.51724,-46.51159,sao paulo,SP
65071,-2.49235,-44.28497,sao luis,MA
74770,-16.66142,-49.19499,goiania,GO
85863,-25.51822,-54.55568,foz do iguacu,PR
94838,-30.00958,-51.04157,alvorada,RS
31615,-19.80147,-43.97785,belo horizonte,MG
85845,-25.05769,-53.87922,vera cruz do oeste,PR
13870,-21.96358,-46.79456,sao joao da boa vista,SP
35470,-20.31637,-44.01379,moeda,MG
13611,-22.20445,-47.37689,leme,SP
60743,-3.80781,-38.53668,fortaleza,CE
5501,-23.57182,-46.70331,sao paulo,SP
99200,-28.85325,-51.8873,guapore,RS
5797,-23.65575,-46.77263,sao paulo,SP
14960,-21.4741,-49.2111,novo horizonte,SP
25965,-22.40609,-42.97736,teresopolis,RJ
27213,-22.50838,-44.09042,volta redonda,RJ
13318,-23.24414,-47.06123,jacare,SP
1151,-23.53237,-46.65756,são paulo,SP
37120,-21.54765,-45.73786,paraguacu,MG
26082,-22.73163,-43.49962,nova iguacu,RJ
13058,-22.95597,-47.19535,campinas,SP
65970,-6.35746,-47.39323,porto franco,MA
95670,-29.37746,-50.87103,gramado,RS
3807,-23.49662,-46.47305,são paulo,SP
83750,-25.75804,-49.72193,lapa,PR
21940,-22.81579,-43.19661,rio de janeiro,RJ
87360,-24.19098,-53.03099,goioere,PR
22451,-22.97458,-43.22895,rio de janeiro,RJ
25510,-22.79055,-43.38044,são joão de meriti,RJ
12515,-22.80778,-45.1884,guaratingueta,SP
14730,-20.91816,-48.64052,monte azul paulista,SP
26455,-22.66962,-43.59416,japeri,RJ
24717,-22.81128,-43.00223,sao goncalo,RJ
21021,-22.84702,-43.2629,rio de janeiro,RJ
1435,-23.58043,-46.67075,sao paulo,SP
45027,-14.85377,-40.87837,vitoria da conquista,BA
85550,-25.9776,-52.57258,coronel vivida,PR
13670,-21.71186,-47.47424,santa rita do passa quatro,SP
35300,-19.77916,-42.13293,caratinga,MG
39470,-15.10275,-44.10044,itacarambi,MG
26900,-22.44892,-43.47913,miguel pereira,RJ
17065,-22.3138,-49.12171,bauru,SP
14530,-20.18398,-48.01845,miguelopolis,SP
40285,-12.99012,-38.48744,salvador,BA
13916,-22.68681,-46.99766,jaguariuna,SP
8253,-23.55212,-46.43788,sao paulo,SP
5451,-23.5431,-46.70052,sao paulo,SP
76400,-14.526,-49.14374,uruacu,GO
38755,-17.8401,-46.52509,lagoa grande,MG
23060,-22.88972,-43.60003,rio de janeiro,RJ
57055,-9.64677,-35.73996,maceio,AL
9172,-23.6851,-46.51025,santo andre,SP
63160,-7.09378,-40.0281,potengi,CE
19913,-22.98304,-49.84847,ourinhos,SP
24859,-22.78991,-42.94007,itaboraí,RJ
46400,-14.07028,-42.48628,caetité,BA
28970,-22.84486,-42.31114,araruama,RJ
29115,-20.34005,-40.32765,vila velha,ES
13076,-22.88127,-47.05185,campinas,SP
12331,-23.26546,-46.06594,jacarei,SP
1242,-23.54485,-46.66146,sao paulo,SP
13418,-22.71629,-47.62711,piracicaba,SP
1151,-23.53072,-46.65709,sao paulo,SP
16202,-21.28337,-50.32529,birigui,SP
26216,-22.75732,-43.4429,nova iguacu,RJ
69037,-3.08061,-60.05976,manaus,AM
13860,-22.06307,-46.98401,aguai,SP
12085,-23.01072,-45.51712,taubate,SP
12420,-22.94404,-45.4629,pindamonhangaba,SP
2417,-23.47873,-46.62861,são paulo,SP
4201,-23.57472,-46.6059,sao paulo,SP
87020,-23.4181,-51.93513,maringa,PR
21842,-22.87232,-43.48016,rio de janeiro,RJ
13720,-21.59661,-46.88451,sao jose do rio pardo,SP
64008,-5.03725,-42.8214,teresina,PI
83005,-25.53665,-49.20398,são josé dos pinhais,PR
85010,-25.39649,-51.4678,guarapuava,PR
17511,-22.18625,-49.95171,marilia,SP
21770,-22.89414,-43.44194,rio de janeiro,RJ
2810,-23.43858,-46.71727,sao paulo,SP
26900,-22.44983,-43.46088,miguel pereira,RJ
36884,-21.13066,-42.39191,muriae,MG
11320,-23.98025,-46.37114,sao vicente,SP
75261,-16.70714,-49.08745,senador canedo,GO
30575,-19.96534,-43.96948,belo horizonte,MG
40301,-12.96414,-38.50386,salvador,BA
82970,-25.4688,-49.20288,curitiba,PR
99010,-28.25662,-52.41766,passo fundo,RS
11950,-24.71444,-48.1118,cajati,SP
16400,-21.68439,-49.75917,lins,SP
52081,-8.00656,-34.91751,recife,PE
21511,-22.85058,-43.35319,rio de janeiro,RJ
5205,-23.40832,-46.76592,sao paulo,SP
35420,-20.36593,-43.41464,mariana,MG
15600,-20.29223,-50.2422,fernandopolis,SP
35790,-18.75934,-44.43282,curvelo,MG
17018,-22.36279,-49.04797,bauru,SP
2652,-23.46004,-46.65539,sao paulo,SP
14810,-21.77762,-48.15906,araraquara,SP
8770,-23.52032,-46.20251,mogi das cruzes,SP
13874,-21.96962,-46.7582,são joão da boa vista,SP
49042,-10.96433,-37.07934,aracaju,SE
96495,-31.45772,-53.66263,candiota,RS
95150,-29.37064,-51.14208,nova petropolis,RS
23082,-22.88981,-43.57341,rio de janeiro,RJ
13090,-22.88716,-47.04271,campinas,SP
85440,-24.52515,-52.988,ubirata,PR
7054,-23.46449,-46.55651,guarulhos,SP
4344,-23.63816,-46.6461,são paulo,SP
8557,-23.50882,-46.34012,poa,SP
6270,-23.49498,-46.77115,osasco,SP
96055,-31.73974,-52.33097,pelotas,RS
74823,-16.71546,-49.25697,goiania,GO
13212,-23.15099,-46.96411,jundiai,SP
38414,-18.92155,-48.3264,uberlandia,MG
6660,-23.54902,-46.94859,itapevi,SP
1410,-23.56787,-46.66607,sao paulo,SP
17780,-21.73621,-51.01062,lucelia,SP
7745,-23.38041,-46.72153,caieiras,SP
78575,-11.25656,-57.51283,juara,MT
9340,-23.67371,-46.43293,mauá,SP
9950,-23.68867,-46.58333,diadema,SP
5411,-23.55319,-46.68146,sao paulo,SP
88804,-28.68783,-49.3808,criciuma,SC
2450,-23.49438,-46.63461,sao paulo,SP
4860,-23.7583,-46.71623,sao paulo,SP
13350,-23.03085,-47.37087,elias fausto,SP
11750,-24.29223,-46.9641,peruibe,SP
28500,-21.97718,-42.3597,cantagalo,RJ
59908,-5.99918,-38.17133,são francisco do oeste,RN
5223,-23.40745,-46.73814,sao paulo,SP
86020,-23.31273,-51.16268,londrina,PR
87320,-24.59784,-52.27801,roncador,PR
16201,-21.27009,-50.33005,birigui,SP
17240,-22.12998,-48.52106,bocaina,SP
76958,-11.72151,-62.3082,nova brasilandia d'oeste,RO
49043,-10.88443,-37.06682,aracaju,SE
1520,-23.56103,-46.62041,sao paulo,SP
39815,-17.39971,-41.66706,itaipe,MG
30535,-19.92224,-43.9991,belo horizonte,MG
36572,-20.75785,-42.88934,vicosa,MG
11680,-23.42629,-45.06502,ubatuba,SP
81770,-25.52532,-49.24727,curitiba,PR
86809,-23.56234,-51.45433,apucarana,PR
83203,-25.51342,-48.49784,paranagua,PR
60125,-3.74238,-38.50683,fortaleza,CE
65053,-2.5403,-44.20804,sao luis,MA
22420,-22.98553,-43.20179,rio de janeiro,RJ
66123,-1.40844,-48.46935,belem,PA
11370,-23.9591,-46.37792,sao vicente,SP
30411,-19.92531,-43.96818,belo horizonte,MG
2267,-23.47995,-46.602,sao paulo,SP
74363,-16.71707,-49.32183,goiânia,GO
12320,-23.3143,-45.97496,jacarei,SP
7231,-23.45823,-46.46506,guarulhos,SP
55292,-8.90021,-36.49705,garanhuns,PE
18131,-23.5364,-47.14001,sao roque,SP
30664,-20.00346,-44.03842,belo horizonte,MG
12580,-22.9006,-45.31159,roseira,SP
35790,-18.77331,-44.43993,curvelo,MG
11080,-23.93943,-46.34956,santos,SP
6616,-23.52804,-46.91086,jandira,SP
4719,-23.63758,-46.69847,sao paulo,SP
65223,-2.98747,-44.99189,olinda nova do maranhão,MA
90440,-30.02302,-51.19252,porto alegre,RS
18304,-24.00703,-48.33187,capao bonito,SP
93020,-29.78357,-51.14974,sao leopoldo,RS
40342,-12.94838,-38.48365,salvador,BA
34800,-19.87252,-43.668,caete,MG
95912,-29.43019,-51.97211,lajeado,RS
12630,-22.65954,-44.99428,cachoeira paulista,SP
39470,-15.09994,-44.10251,itacarambi,MG
36015,-21.75854,-43.35537,juiz de fora,MG
8485,-23.58254,-46.41261,sao paulo,SP
36640,-21.85704,-43.00831,mar de espanha,MG
38017,-19.74099,-47.92604,uberaba,MG
3511,-23.53645,-46.52469,sao paulo,SP
48180,-11.94408,-38.08873,entre rios,BA
23970,-23.2024,-44.72227,parati,RJ
68553,-8.01524,-50.04366,redencao,PA
85840,-25.14794,-53.85443,ceu azul,PR
24320,-22.88398,-43.03111,niteroi,RJ
11700,-24.01032,-46.40794,praia grande,SP
37930,-20.61339,-46.04464,capitolio,MG
8142,-23.51026,-46.37931,sao paulo,SP
78053,-15.60679,-56.11415,cuiaba,MT
2754,-23.49103,-46.67779,sao paulo,SP
90010,-30.02764,-51.22964,porto alegre,RS
74643,-16.66977,-49.24873,goiania,GO
11719,-24.01539,-46.46721,praia grande,SP
4195,-23.65669,-46.6127,são paulo,SP
37200,-21.24642,-45.0031,lavras,MG
41290,-12.90113,-38.46236,salvador,BA
6180,-23.53263,-46.80379,osasco,SP
34400,-19.96308,-43.81068,raposos,MG
68901,0.03791,-51.07963,macapa,AP
11680,-23.40212,-45.06636,ubatuba,SP
13560,-22.01033,-47.88554,sao carlos,SP
45960,-17.37642,-40.22283,medeiros neto,BA
62700,-4.36199,-39.32493,caninde,CE
5774,-23.6324,-46.75065,sao paulo,SP
18245,-23.60303,-48.48368,campina do monte alegre,SP
89990,-26.35164,-52.84975,sao lourenco do oeste,SC
97502,-29.76534,-57.08632,uruguaiana,RS
21021,-22.84817,-43.26497,rio de janeiro,RJ
26280,-22.74092,-43.48809,nova iguaçu,RJ
8140,-23.50906,-46.39824,sao paulo,SP
13720,-21.59156,-46.88767,sao jose do rio pardo,SP
27323,-22.541,-44.16511,barra mansa,RJ
13150,-22.64083,-47.17691,cosmopolis,SP
83535,-25.38187,-49.36606,campo magro,PR
78720,-16.45834,-54.62431,rondonopolis,MT
78365,-13.53819,-58.81182,sapezal,MT
21545,-22.8365,-43.34624,rio de janeiro,RJ
28990,-22.92962,-42.50095,saquarema,RJ
13084,-22.81924,-47.08875,campinas,SP
99970,-28.34412,-51.87568,ciriaco,RS
12221,-23.17234,-45.83695,sao jose dos campos,SP
44680,-12.31476,-39.30858,ipecaetá,BA
38700,-18.58964,-46.51345,patos de minas,MG
6542,-23.47552,-46.8646,santana de parnaiba,SP
30580,-19.95978,-43.98354,belo horizonte,MG
71675,-15.83538,-47.81436,brasilia,DF
12243,-23.19843,-45.89269,sao jose dos campos,SP
58050,-7.13502,-34.85092,joao pessoa,PB
82940,-25.46176,-49.21538,curitiba,PR
8592,-23.46923,-46.2919,itaquaquecetuba,SP
29176,-20.13587,-40.29966,serra,ES
88650,-27.99388,-49.58454,urubici,SC
89036,-26.91247,-49.1041,blumenau,SC
76962,-11.42257,-61.46173,cacoal,RO
32315,-19.94827,-44.03285,contagem,MG
34003,-19.98552,-43.85912,nova lima,MG
20251,-22.93181,-43.20082,rio de janeiro,RJ
21330,-22.88178,-43.35402,rio de janeiro,RJ
35170,-19.49483,-42.63318,coronel fabriciano,MG
9725,-23.7107,-46.55448,sao bernardo do campo,SP
84268,-24.32203,-50.6372,telêmaco borba,PR
3366,-23.56795,-46.53607,são paulo,SP
24724,-22.79253,-42.94565,são gonçalo,RJ
3986,-23.60901,-46.52035,sao paulo,SP
64410,-6.08277,-42.73447,angical do piaui,PI
37600,-22.61404,-46.05708,cambui,MG
37200,-21.22543,-44.9947,lavras,MG
18277,-23.35405,-47.8678,tatui,SP
5021,-23.53187,-46.68336,são paulo,SP
45300,-13.03383,-39.58977,amargosa,BA
18080,-23.48612,-47.45555,sorocaba,SP
65058,-2.48846,-44.21454,sao luis,MA
37022,-21.55076,-45.42141,varginha,MG
11340,-23.95586,-46.40583,são vicente,SP
25250,-22.58689,-43.30473,duque de caxias,RJ
89120,-26.84723,-49.28124,timbo,SC
36570,-20.7382,-42.86507,vicosa,MG
79097,-20.5457,-54.67367,campo grande,MS
92500,-30.11211,-51.36764,guaíba,RS
22261,-22.95605,-43.19898,rio de janeiro,RJ
4963,-23.7471,-46.78178,sao paulo,SP
44830,-11.73015,-40.5557,piritiba,BA
7904,-23.29962,-46.73513,francisco morato,SP
11705,-24.03213,-46.50538,praia grande,SP
13904,-22.7177,-46.78135,amparo,SP
81570,-25.47794,-49.23062,curitiba,PR
83505,-25.34398,-49.24735,almirante tamandare,PR
3524,-23.55046,-46.5143,sao paulo,SP
89251,-26.48553,-49.08247,jaraguá do sul,SC
38181,-19.57117,-46.94068,araxa,MG
84036,-25.12134,-50.15421,ponta grossa,PR
78780,-17.3069,-53.22223,alto araguaia,MT
29151,-20.3235,-40.37,cariacica,ES
25010,-22.79862,-43.32271,duque de caxias,RJ
38900,-20.0204,-45.98575,bambui,MG
46550,-13.12318,-42.28762,rio do pires,BA
79580,-19.72791,-51.93253,inocência,MS
90035,-30.02738,-51.21141,porto alegre,RS
1222,-23.54529,-46.65167,sao paulo,SP
5851,-23.66438,-46.75422,sao paulo,SP
28360,-21.13862,-41.67826,bom jesus do itabapoana,RJ
75180,-16.66055,-48.60968,silvania,GO
9170,-23.70906,-46.50919,santo andre,SP
37262,-20.94528,-44.91942,santo antonio do amparo,MG
69905,-9.97896,-67.81474,rio branco,AC
39644,-16.99584,-42.34744,francisco badaro,MG
76100,-16.52317,-50.37588,sao luis de montes belos,GO
13841,-22.36356,-46.91124,mogi guacu,SP
89176,-27.29902,-49.79254,trombudo central,SC
87060,-23.45341,-51.96488,maringa,PR
30130,-19.93124,-43.93232,belo horizonte,MG
22280,-22.9531,-43.18646,rio de janeiro,RJ
6550,-23.39948,-47.00327,pirapora do bom jesus,SP
17720,-21.62372,-50.85681,salmourao,SP
85022,-25.41473,-51.4694,guarapuava,PR
16880,-21.22916,-50.8633,valparaiso,SP
38408,-18.93123,-48.23601,uberlandia,MG
8081,-23.48134,-46.41457,sao paulo,SP
4038,-23.59694,-46.64564,sao paulo,SP
31530,-19.82603,-43.98369,belo horizonte,MG
58415,-7.25118,-35.89684,campina grande,PB
14406,-20.54683,-47.40609,franca,SP
5061,-23.53852,-46.7082,são paulo,SP
6846,-23.63667,-46.87001,embu das artes,SP
93890,-29.57334,-50.89828,nova hartz,RS
59582,-5.455,-35.55402,pureza,RN
35960,-19.97215,-43.40859,santa barbara,MG
83750,-25.75746,-49.71377,lapa,PR
51020,-8.11192,-34.89561,recife,PE
24936,-22.96714,-42.95184,marica,RJ
1230,-23.53751,-46.65753,sao paulo,SP
91720,-30.08939,-51.21238,porto alegre,RS
37940,-20.85669,-46.38917,alpinopolis,MG
25958,-22.45295,-42.95983,teresopolis,RJ
36970,-20.35114,-41.95056,manhumirim,MG
78645,-10.01504,-51.12577,vila rica,MT
17031,-22.3296,-49.0194,bauru,SP
13050,-22.9354,-47.09488,campinas,SP
87505,-23.77136,-53.28227,umuarama,PR
72500,-16.04204,-48.03979,brasilia,DF
60732,-3.81669,-38.62276,fortaleza,CE
4022,-23.59267,-46.65094,são paulo,SP
86680,-22.91213,-51.79802,nossa senhora das gracas,PR
57010,-9.66631,-35.7441,maceio,AL
30518,-19.95525,-44.00049,belo horizonte,MG
65138,-2.46592,-44.15934,raposa,MA
2037,-23.50006,-46.61781,sao paulo,SP
4347,-23.64086,-46.65151,sao paulo,SP
40393,-12.92972,-38.48247,salvador,BA
78020,-15.59856,-56.10268,cuiabá,MT
36855,-21.09683,-42.1846,eugenopolis,MG
8040,-23.51132,-46.45052,sao paulo,SP
54753,-8.00877,-34.97166,camaragibe,PE
4750,-23.6453,-46.70368,são paulo,SP
6683,-23.53804,-46.975,itapevi,SP
3612,-23.51714,-46.53562,sao paulo,SP
38900,-20.01417,-45.97581,bambui,MG
33600,-19.61898,-44.0433,pedro leopoldo,MG
30320,-19.96659,-43.93703,belo horizonte,MG
14808,-21.81517,-48.13899,araraquara,SP
6900,-23.82888,-46.81744,embu-guacu,SP
15132,-20.81315,-49.51603,mirassol,SP
23045,-22.91937,-43.5591,rio de janeiro,RJ
20561,-22.92243,-43.25884,rio de janeiro,RJ
13408,-22.66564,-47.68832,piracicaba,SP
37030,-21.54064,-45.4488,varginha,MG
84145,-24.9504,-50.11771,carambei,PR
15707,-20.25878,-50.54297,jales,SP
28860,-22.4896,-42.20122,casimiro de abreu,RJ
37580,-22.43247,-46.57188,monte siao,MG
55460,-8.61033,-35.94996,cupira,PE
91130,-30.00349,-51.12726,porto alegre,RS
6412,-23.49699,-46.8781,barueri,SP
18020,-23.51306,-47.43099,sorocaba,SP
49100,-10.94445,-37.11852,sao cristovao,SE
14057,-21.13492,-47.8382,ribeirão preto,SP
79091,-20.48302,-54.66822,campo grande,MS
20541,-22.92132,-43.23598,rio de janeiro,RJ
35500,-20.15752,-44.87194,divinopolis,MG
95560,-29.3402,-49.73967,torres,RS
85855,-25.58203,-54.576,foz do iguacu,PR
4942,-23.69771,-46.77699,sao paulo,SP
6447,-23.54733,-46.88354,barueri,SP
37545,-22.35916,-45.77742,cachoeira de minas,MG
18460,-24.09932,-49.32546,itarare,SP
20270,-22.91235,-43.21555,rio de janeiro,RJ
19780,-22.25852,-50.6893,quatá,SP
17700,-21.78546,-50.88048,osvaldo cruz,SP
2208,-23.4829,-46.58447,sao paulo,SP
41750,-12.98935,-38.44025,salvador,BA
39600,-16.84326,-42.06617,aracuai,MG
86975,-23.5182,-51.67502,mandaguari,PR
44640,-11.80887,-39.38418,riachao do jacuipe,BA
4918,-23.68888,-46.74357,sao paulo,SP
13070,-22.88297,-47.07398,campinas,SP
44090,-12.29662,-38.91364,feira de santana,BA
9761,-23.70448,-46.52838,sao bernardo do campo,SP
1152,-23.52676,-46.65977,sao paulo,SP
4652,-23.66242,-46.6671,sao paulo,SP
65400,-4.46281,-43.89843,codó,MA
27920,-22.41325,-41.81281,macae,RJ
87503,-23.76947,-53.31599,umuarama,PR
34505,-19.89079,-43.81212,sabara,MG
12072,-23.00868,-45.52176,taubate,SP
37200,-21.22263,-44.99989,lavras,MG
23020,-23.06306,-43.56478,rio de janeiro,RJ
24455,-22.81617,-43.01322,sao goncalo,RJ
38465,-18.43291,-49.18318,arapora,MG
85960,-24.57162,-54.05309,marechal candido rondon,PR
83420,-25.37457,-49.05736,quatro barras,PR
99700,-27.63816,-52.27311,erechim,RS
22420,-22.98549,-43.20127,rio de janeiro,RJ
7790,-23.40984,-46.83935,cajamar,SP
44200,-12.53882,-38.70601,santo amaro,BA
84600,-26.22538,-51.09851,união da vitória,PR
25041,-22.73514,-43.31144,duque de caxias,RJ
32606,-19.93411,-44.204,betim,MG
93700,-29.67444,-51.0826,campo bom,RS
26551,-22.78743,-43.42445,mesquita,RJ
8275,-23.57878,-46.48321,sao paulo,SP
14096,-21.20966,-47.77098,ribeirao preto,SP
69900,-9.97111,-67.81616,rio branco,AC
28911,-22.87957,-42.0438,cabo frio,RJ
3729,-23.50362,-46.50477,sao paulo,SP
14177,-21.13616,-48.00288,sertaozinho,SP
9450,-23.73776,-46.36016,rio grande da serra,SP
7161,-23.40045,-46.43546,guarulhos,SP
39928,-16.26579,-40.16622,santa maria do salto,MG
2044,-23.49339,-46.61743,sao paulo,SP
13820,-22.69404,-46.99656,jaguariuna,SP
7241,-23.41976,-46.38281,guarulhos,SP
16055,-21.19127,-50.42105,aracatuba,SP
5657,-23.61977,-46.71887,são paulo,SP
72120,-15.80467,-48.0601,brasília,DF
78890,-12.5596,-55.7068,sorriso,MT
38600,-17.22004,-46.87848,paracatu,MG
41100,-12.96688,-38.46222,salvador,BA
39250,-17.81699,-44.69414,lassance,MG
60866,-3.83452,-38.51619,fortaleza,CE
69083,-3.07689,-59.97323,manaus,AM
48601,-9.43449,-38.19832,paulo afonso,BA
13320,-23.20138,-47.28916,salto,SP
13140,-22.77935,-47.14996,paulínia,SP
84600,-26.2227,-51.08523,uniao da vitoria,PR
5549,-23.59821,-46.76966,sao paulo,SP
99050,-28.24759,-52.39081,passo fundo,RS
86330,-23.0793,-50.74866,leopolis,PR
86804,-23.54742,-51.45144,apucarana,PR
6320,-23.5268,-46.8354,carapicuiba,SP
1211,-23.53847,-46.64742,são paulo,SP
4416,-23.67556,-46.63824,são paulo,SP
31742,-19.82853,-43.93896,belo horizonte,MG
4524,-23.60282,-46.66337,sao paulo,SP
7161,-23.4029,-46.43771,guarulhos,SP
28950,-22.77786,-41.9055,armacao dos buzios,RJ
9911,-23.6911,-46.60691,diadema,SP
71655,-15.85075,-47.85013,brasilia,DF
13990,-22.18981,-46.746,espirito santo do pinhal,SP
37300,-21.73637,-44.3031,andrelandia,MG
14790,-20.31891,-48.30762,guaira,SP
22745,-22.93112,-43.32501,rio de janeiro,RJ
13466,-22.75292,-47.32267,americana,SP
20760,-22.87833,-43.28678,rio de janeiro,RJ
24472,-22.78517,-43.03058,são gonçalo,RJ
5339,-23.56112,-46.74762,sao paulo,SP
9951,-23.68745,-46.59918,diadema,SP
97770,-29.40611,-54.82845,nova esperanca do sul,RS
60861,-3.81376,-38.52991,fortaleza,CE
8030,-23.50326,-46.42039,sao paulo,SP
19050,-22.12887,-51.4015,presidente prudente,SP
85830,-24.29638,-53.31523,formosa do oeste,PR
31170,-19.89222,-43.92191,belo horizonte,MG
18112,-23.53259,-47.43003,votorantim,SP
78670,-11.6235,-50.70528,sao felix do araguaia,MT
12580,-22.90496,-45.31571,roseira,SP
16200,-21.29679,-50.34113,birigui,SP
90035,-30.03595,-51.21027,porto alegre,RS
2862,-23.47479,-46.68226,sao paulo,SP
45208,-13.86423,-40.0769,jequie,BA
40025,-12.97778,-38.5124,salvador,BA
31560,-19.83489,-43.97181,belo horizonte,MG
22460,-22.9669,-43.23104,rio de janeiro,RJ
13321,-23.19863,-47.28986,salto,SP
4634,-23.63901,-46.66594,sao paulo,SP
3814,-23.4885,-46.48228,sao paulo,SP
27280,-22.49185,-44.11158,volta redonda,RJ
21866,-22.84468,-43.46536,rio de janeiro,RJ
65975,-6.55559,-47.44359,estreito,MA
33200,-19.69044,-43.93195,vespasiano,MG
81030,-25.48636,-49.2783,curitiba,PR
13525,-22.60209,-47.87716,aguas de sao pedro,SP
